headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
ESCO Sees Prelim. FY19 Adj EPS $3.13 vs $3.11 Est.,2019-11-18,ESE,2019-11-18 21:20:00+00:00,E S C O TECHNOLOGIES INC,76478.0,29631510,-0.01007852517068386,0.02509761042892933,0.01953358072365252,0.0036699133593118827,0.03598911869948429,0.029477894166629603,0.10572638261954048,0.20738877664344013,0.0022316472604870796,-0.0004685594357353162,-0.0016379945266079554,0.002467094422286653,0.00305633169759556,0.09159528762390612,0.13244367069446872,0.02,-0.35,-0.51,0.006,76478,252,-1.0079%,0.001,0.9089,0.5011,0.3141,1.1050%,1.4796%,44.2251%,-0.6991%,10
"Euroseas shares are trading higher after the company reported the purchase of four 4,250 teu containerships for approximately $40 million and a private placement of $6 million of common stock.",2019-11-18,ESEA,2019-11-18 21:32:00+00:00,EUROSEAS LTD,91734.0,Y2359213,-0.02213696017861366,0.02892562374472618,0.04153975765665563,0.00043498088835813853,0.04915179630287447,-0.032187929395074755,0.16626792782725985,-0.08927797437838292,0.022193465381860733,0.09376369477637403,0.04444471512037773,-0.10640629380559041,-0.3294224219008277,-0.38106205314738484,-0.25949008710807586,0.02,-0.35,-0.51,0.006,91734,252,-2.2137%,-0.0041,0.5158,0.5137,-0.4413,4.9681%,5.0206%,2.0800%,-2.2847%,30
"Euroseas Reports Purchase Of 4 4,250 teu Containerships By Synergy Holdings For ~$40M; Reports $6M Common Stock Private Placement",2019-11-18,ESEA,2019-11-18 21:09:00+00:00,EUROSEAS LTD,91734.0,Y2359213,-0.02213696017861366,0.02892562374472618,0.04153975765665563,0.00043498088835813853,0.04915179630287447,-0.032187929395074755,0.16626792782725985,-0.08927797437838292,0.022193465381860733,0.09376369477637403,0.04444471512037773,-0.10640629380559041,-0.3294224219008277,-0.38106205314738484,-0.25949008710807586,0.02,-0.35,-0.51,0.006,91734,252,-2.2137%,-0.0041,0.5158,0.5137,-0.4413,4.9681%,5.0206%,2.0800%,-2.2847%,19
"Goldman Sachs Upgrades Element Solutions to Buy, Raises Price Target to $14",2019-11-18,ESI,2019-11-18 11:29:00+00:00,ELEMENT SOLUTIONS INC,14406.0,28618M10,-0.004938227590173483,0.005789883900433779,-0.017369730680584783,-0.019851098054977756,-0.013234065259007721,-0.08105876752880659,-0.03225809270765012,0.0024813691144134342,0.01165690179914236,0.014190324315899394,0.024451937177548455,0.03580563482728483,0.06485537024837607,0.2577639542188941,0.34551494597055243,0.02,-0.35,-0.51,0.006,14406,252,-0.4938%,0.0002,1.4994,0.5998,0.6775,1.5240%,2.1928%,51.6956%,0.0267%,12
Esperion Announces Pooled Analyses from Phase 3 LDL-C Lowering Clinical Development Program of Bempedoic Acid Presented at AHA 2019 Scientific Sessions,2019-11-18,ESPR,2019-11-18 00:50:00+00:00,ESPERION THERAPEUTICS INC NEW,13954.0,29664W10,0.09957990050315857,0.025842731818556786,0.005842659823743546,0.05797756942776111,0.15797749994230625,0.15707868847436113,0.3784269660842856,0.5842696532168445,0.014031605795025826,-0.002218937515114927,0.011876542947487412,0.07006879059920124,-0.013167448566507423,0.07862475174006023,0.03530316939838851,0.02,-0.35,-0.51,0.006,13954,252,9.9580%,0.0,1.0659,1.7251,-0.8115,2.6206%,3.1000%,28.5383%,10.1603%,21
Sandler O'Neill Upgrades Essex Property Trust to Buy,2019-11-18,ESS,2019-11-18 14:22:00+00:00,ESSEX PROPERTY TRUST INC,80681.0,29717810,0.005956093780696392,0.004954803269356489,-0.0068245640678508135,-0.01760671316857121,-0.03321908382655314,-0.04580860709515222,-0.06446468535499583,0.016737617262171822,0.015115354210138321,0.01861604362608893,0.032262244287551534,0.012955628227168337,-0.017584895626591046,-0.03450361456153661,-0.0002614026774143685,0.02,-0.35,-0.51,0.006,80681,252,0.5956%,0.0005,0.364,-0.4491,-0.3297,0.9181%,1.0334%,21.0590%,0.2574%,8
Blackrock Investment Institute Says EC Economic Forecasts Suggest No Major Fiscal Stimulus This Year,2019-11-18,EWU,2019-11-18 15:31:00+00:00,ISHARES TRUST,14907.0,46435G33,0.003063795622438192,0.0009162729838863015,-0.009163196094493342,-0.01007946908218671,0.009468464569843515,-0.01313379052538477,0.06132853669205196,0.023101960145540446,0.002456941409036517,0.0006131348081608312,-0.0006123839055499625,0.0012270219718417685,-0.001224018310605035,0.06701533823443673,0.08330568407469618,0.02,-0.35,-0.51,0.006,14907,252,0.3064%,-0.0001,0.6715,-0.1312,0.1589,0.5207%,0.8298%,60.6275%,0.3231%,14
"Consumer Edge Research Initiates Coverage On Expedia Group with Equal-Weight Rating, Announces $100 Price Target",2019-11-18,EXPE,2019-11-18 16:17:00+00:00,EXPEDIA GROUP INC,90808.0,30212P30,-0.001985980663448572,-0.002732837339863181,-0.008724005259933776,-0.004624789545877084,0.034580627738127756,0.044671011268827554,0.16649152946212054,0.29072948983933333,0.0009415812673978508,0.0007322144034931366,0.00010447948871972201,-0.055763929675932467,-0.30573298528431525,-0.2818646159578744,-0.2684102353821114,0.02,-0.35,-0.51,0.006,90808,252,-0.1986%,-0.0012,0.7558,0.0484,-0.3619,1.9920%,2.1627%,15.1607%,-0.3892%,15
Borderlands: Ford's New Mustang To Be Built In Mexico; Laredo CBP Office Names Interim Director,2019-11-18,F,2019-11-18 15:31:00+00:00,FORD MOTOR CO DEL,25785.0,34537086,0.0,-0.005586613435298204,-0.02458103635594122,-0.026815617850707407,0.005586612835398075,-0.006703851867044808,0.052513998095850445,-0.07964986166117505,0.018202485516667366,0.01589096288726166,-0.009955768800587683,-0.009955768600683035,0.006749096356833073,0.041037891064578114,0.006490148315593469,0.02,-0.35,-0.51,0.006,25785,252,0.0000%,0.0001,1.0008,0.4707,0.7174,1.4717%,1.8336%,35.5730%,0.5056%,15
Today's Pick-Up: Nail Bars In Warehouses; FedEx's Smith Goes To War With New York Times,2019-11-18,FDX,2019-11-18 18:17:00+00:00,FEDEX CORP,60628.0,31428X10,-0.004926411900669336,-0.012884790077805519,-0.03351316093514034,-0.03471914271967613,0.012630850160741947,-0.04068551620699601,-0.011464695986756812,0.010970076257215133,0.010531077161431313,0.01344175963167804,-0.01792581124494186,-0.029959559057787355,0.011564001202306162,0.10720280823961037,0.005476158667730102,0.02,-0.35,-0.51,0.006,60628,252,-0.4926%,-0.0014,1.4245,0.5761,0.8909,1.5055%,2.1388%,50.4502%,0.1299%,15
NYT: FedEx A Case Study In The Shortcomings Of Trump's Corporate Tax Cuts,2019-11-18,FDX,2019-11-18 15:40:00+00:00,FEDEX CORP,60628.0,31428X10,-0.004926411900669336,-0.012884790077805519,-0.03351316093514034,-0.03471914271967613,0.012630850160741947,-0.04068551620699601,-0.011464695986756812,0.010970076257215133,0.010531077161431313,0.01344175963167804,-0.01792581124494186,-0.029959559057787355,0.011564001202306162,0.10720280823961037,0.005476158667730102,0.02,-0.35,-0.51,0.006,60628,252,-0.4926%,-0.0014,1.4245,0.5761,0.8909,1.5055%,2.1388%,50.4502%,0.1299%,13
UPS To Waive Money-Back Guarantees If Third Parties Use Tracking Data,2019-11-18,FDX,2019-11-18 14:49:00+00:00,FEDEX CORP,60628.0,31428X10,-0.004926411900669336,-0.012884790077805519,-0.03351316093514034,-0.03471914271967613,0.012630850160741947,-0.04068551620699601,-0.011464695986756812,0.010970076257215133,0.010531077161431313,0.01344175963167804,-0.01792581124494186,-0.029959559057787355,0.011564001202306162,0.10720280823961037,0.005476158667730102,0.02,-0.35,-0.51,0.006,60628,252,-0.4926%,-0.0014,1.4245,0.5761,0.8909,1.5055%,2.1388%,50.4502%,0.1299%,11
Frequency Electronics Wins ~$3M Contract For Advanced Technology Oscillators For US Gov't. System,2019-11-18,FEIM,2019-11-18 21:00:00+00:00,FREQUENCY ELECTRONICS INC,62228.0,35801010,0.0009768338641151786,0.0019516691099852324,-0.0144928088297831,0.013526509766383477,-0.013526603295629824,-0.03553630017716036,-0.009661870326872712,-0.10434781153236117,-0.01624075509607792,-0.0067338944781621946,-0.04832070843985459,-0.002902593345448623,-0.09139719906676957,-0.13473639009055693,-0.07514314193727345,0.02,-0.35,-0.51,0.006,62228,252,0.0977%,0.0001,0.3154,0.3028,-0.2917,2.9705%,3.0040%,2.2170%,0.0431%,13
"Guggenheim Maintains Sell on National Beverage, Lowers Price Target to $31",2019-11-18,FIZZ,2019-11-18 15:24:00+00:00,NATIONAL BEVERAGE CORP,76839.0,63501710,-0.002765040146186948,0.028188569471240044,0.03211643867140346,0.033040674259307234,0.06492609684511064,0.12915897263709564,0.12292051225834322,0.030268053215306567,0.01141928881406784,0.002309521571296269,0.036046840194896346,0.05776268091841508,-0.03319219761812919,-0.11083792666327597,0.05544754101113414,0.02,-0.35,-0.51,0.006,76839,252,-0.2765%,-0.0024,0.733,0.5287,0.635,2.6184%,2.7574%,9.8256%,0.2131%,11
Fluor shares are trading lower. Not seeing any news to justify the price action.,2019-11-18,FLR,2019-11-18 15:51:00+00:00,FLUOR CORP NEW,88853.0,34341210,-0.05139423161745071,0.006339982617646456,0.005187328426095483,0.008645510904780274,0.046109464072234596,-0.0340057962606507,0.11095132108011518,0.13298486175274893,0.004945063032209873,0.024649889477478926,-0.012418982210773644,-0.02712757170138591,-0.01613766470794964,-0.0016374923167622457,0.04856922934523933,0.02,-0.35,-0.51,0.006,88853,252,-5.1394%,-0.0031,1.8673,0.7881,1.655,2.9565%,3.6121%,33.0062%,-4.0776%,14
"Gilat Satellite Networks shares are trading higher after the company signed a ""significant"" contract with SES to develop and deploy a O3b mPOWER MEO communications system.",2019-11-18,GILT,2019-11-18 14:10:00+00:00,GILAT SATELLITE NETWORKS LTD,78971.0,M5147411,0.03668477758765221,0.07077325880527496,0.09960684582313939,0.08256882338089211,0.11533422186497688,0.03269984476668886,0.05111407270959112,0.2922673058632095,-0.0013568184804172434,-0.006747600060621917,-0.01735642772469148,-0.0648030196161089,-0.10462288530606312,-0.10416516014589805,-0.10895884690983071,0.02,-0.35,-0.51,0.006,78971,252,3.6685%,-0.0011,0.5647,0.0069,-0.2339,1.8006%,1.9029%,10.4699%,3.5487%,26
Gilat Signs 'Significant' Contract with SES to Develop and Deploy O3b mPOWER MEO Communications System,2019-11-18,GILT,2019-11-18 12:15:00+00:00,GILAT SATELLITE NETWORKS LTD,78971.0,M5147411,0.03668477758765221,0.07077325880527496,0.09960684582313939,0.08256882338089211,0.11533422186497688,0.03269984476668886,0.05111407270959112,0.2922673058632095,-0.0013568184804172434,-0.006747600060621917,-0.01735642772469148,-0.0648030196161089,-0.10462288530606312,-0.10416516014589805,-0.10895884690983071,0.02,-0.35,-0.51,0.006,78971,252,3.6685%,-0.0011,0.5647,0.0069,-0.2339,1.8006%,1.9029%,10.4699%,3.5487%,15
Barrick Reaches Agreement to Sell its Share of Australian Super-pit for $750M,2019-11-18,GOLD,2019-11-18 00:45:00+00:00,BARRICK GOLD CORP,71298.0,06790110,0.01931199245154858,0.009473051875829697,0.0059206853964619555,-0.014801659603426498,-0.027234998483396833,0.02615380784295529,0.09800826999242518,0.17105043988288515,-0.005402170121669658,-0.005402170121669658,0.00790749164096649,0.012217400878740792,-0.02586716591046001,-0.06647889001841778,-0.11396065043550674,0.02,-0.35,-0.51,0.006,71298,252,1.9312%,0.001,-0.34,-0.1543,-0.8336,2.0133%,2.0955%,7.6857%,1.4588%,12
Genuine Parts Declares A Quarterly Cash Dividend Of $0.7625/Share,2019-11-18,GPC,2019-11-18 21:36:00+00:00,GENUINE PARTS CO,46674.0,37246010,0.005341958720237017,-0.0077806212939321995,-0.019736235530596447,-0.026852660471774592,-0.013378841384385276,-0.025429360925074862,0.01141903819381307,-0.07786033324139874,0.009631128050386906,0.004599936805807392,0.0012416898910239116,-0.012435229435173945,0.0011460508740135378,0.09266207418696393,0.17675485899122112,0.02,-0.35,-0.51,0.006,46674,252,0.5342%,-0.0,0.816,-0.0104,0.3718,0.9171%,1.2173%,43.2402%,0.7003%,9
Genuine Parts Company Announces William P. Stengel Was Elected As Executive Vice President & Chief Transformation Officer,2019-11-18,GPC,2019-11-18 21:35:00+00:00,GENUINE PARTS CO,46674.0,37246010,0.005341958720237017,-0.0077806212939321995,-0.019736235530596447,-0.026852660471774592,-0.013378841384385276,-0.025429360925074862,0.01141903819381307,-0.07786033324139874,0.009631128050386906,0.004599936805807392,0.0012416898910239116,-0.012435229435173945,0.0011460508740135378,0.09266207418696393,0.17675485899122112,0.02,-0.35,-0.51,0.006,46674,252,0.5342%,-0.0,0.816,-0.0104,0.3718,0.9171%,1.2173%,43.2402%,0.7003%,17
GoPro shares are trading lower. Not currently seeing any company-specific news.,2019-11-18,GPRO,2019-11-18 19:27:00+00:00,GOPRO INC,14694.0,38268T10,-0.09368198364973068,-0.031249914318323135,-0.03365381547498336,-0.03846150332346887,-0.03605760207908315,-0.07211537560042403,0.05769236678634404,-0.03124992042109853,-0.01923070102930058,-0.004338391128392405,0.006578992883183643,-0.025477683300300757,0.05034331121605096,0.15617131633959436,0.09285722932739526,0.02,-0.35,-0.51,0.006,14694,252,-9.3682%,-0.0005,1.0658,1.2336,0.6183,2.7971%,3.1066%,18.9323%,-8.6826%,11
Granite Wins $14M Airfield Improvement Project In California,2019-11-18,GVA,2019-11-18 22:57:00+00:00,GRANITE CONSTRUCTION INC,76135.0,38732810,-0.02177122235298157,0.009053179062902927,-0.009807627425158172,-0.012448128863054131,0.012825355655647463,-0.05771409470158828,0.04566278121029965,0.07370882250139199,-0.006598251406103373,-0.0022091114000279966,-0.01130972125106211,-0.03041146112782822,0.07411815050077686,-0.14484063670943492,-0.031624674805712405,0.02,-0.35,-0.51,0.006,76135,252,-2.1771%,-0.0022,1.2876,0.7542,0.7937,2.8796%,3.2132%,19.6884%,-1.5451%,8
"JP Morgan Maintains Overweight on Haynes International, Lowers Price Target to $42",2019-11-18,HAYN,2019-11-18 15:19:00+00:00,HAYNES INTERNATIONAL INC,91902.0,42087720,-0.008042874746024609,-0.006756756920367479,-0.007026981815810185,-0.01621617529668906,0.006756756545080789,-0.0027091722374560367,-0.06225294551795313,-0.2308244768813672,0.041026998311281204,0.03010218729315861,0.0037674768754767385,0.00810808864983037,0.0389971511503997,0.0795947976671243,0.2606498766144545,0.02,-0.35,-0.51,0.006,91902,252,-0.8043%,0.0012,1.1356,1.1098,0.9124,2.0348%,2.4747%,32.3952%,0.0197%,12
Q3 Earnings Outlook For Home Depot,2019-11-18,HD,2019-11-18 18:09:00+00:00,HOME DEPOT INC,66181.0,43707610,0.006574288476258516,-0.05438562110066414,-0.07515181972763485,-0.08503250005380592,-0.08561863947585924,-0.10404021742940783,-0.07450150445273784,0.03239047181173338,0.0031282613053917885,0.010604728223763793,0.017887775478653722,0.019111823343195944,-0.00021068136973367846,0.041065244760354336,0.08012720178927579,0.02,-0.35,-0.51,0.006,66181,252,0.6574%,0.0007,0.9278,-0.2333,0.0215,0.8492%,1.2426%,53.3006%,0.5635%,6
"Harte Hanks Announces Andrew Benett CEO, Brian Linscott COO, Lauri Kearnes CFO",2019-11-18,HHS,2019-11-18 13:10:00+00:00,HARTE HANKS INC,79903.0,41619620,0.05964915081858635,-0.0033112552482634783,0.013245020483665382,0.036423885267017564,0.021523196032025904,-0.013245022684449936,,,0.021505355834960938,-0.030908965885352302,-0.013840898671334867,0.05555550288845468,0.07656854310707506,,,0.02,-0.35,-0.51,0.006,79903,252,5.9649%,-0.0014,1.0215,-0.7887,0.6731,4.7275%,4.8304%,4.2160%,6.0289%,12
"JP Morgan Maintains Overweight on Helmerich & Payne, Lowers Price Target to $43",2019-11-18,HP,2019-11-18 15:20:00+00:00,HELMERICH & PAYNE INC,32707.0,42345210,-0.04240633919835091,-0.011071068234741688,-0.011586013091680725,0.0012873129678314665,0.027806333985190612,-0.011586010570127425,0.1655509875869221,0.18600109111662233,0.03153615817427635,0.034166245954868835,0.00920634014400723,-0.004662541359159222,0.027028316161055166,0.07715991838779157,0.05701837168517576,0.02,-0.35,-0.51,0.006,32707,252,-4.2406%,-0.0009,1.2822,0.9536,1.4686,2.0206%,2.5779%,38.5638%,-3.2013%,13
HSBC Bank USA Now Offers Clients The Ability To Send And Recieve Payments In Real Time.,2019-11-18,HSBC,2019-11-18 17:54:00+00:00,H S B C HOLDINGS PLC,87033.0,40428040,0.006214627530425787,0.005370486993342638,-0.003759484173409877,-0.010741178808400531,0.009398455351240065,-0.02443608478173831,0.057196485444004797,0.018796909876633627,0.005433223210275173,0.0029809430741936094,-0.017781367970633677,-0.03216535731103143,-0.027843481801507308,0.008102386308266318,0.036228952505682255,0.02,-0.35,-0.51,0.006,87033,252,0.6215%,-0.0005,0.697,-0.1088,0.4078,0.8023%,1.0511%,41.7352%,0.7749%,16
Jefferies Upgrades HSBC Holdings to Buy,2019-11-18,HSBC,2019-11-18 11:20:00+00:00,H S B C HOLDINGS PLC,87033.0,40428040,0.006214627530425787,0.005370486993342638,-0.003759484173409877,-0.010741178808400531,0.009398455351240065,-0.02443608478173831,0.057196485444004797,0.018796909876633627,0.005433223210275173,0.0029809430741936094,-0.017781367970633677,-0.03216535731103143,-0.027843481801507308,0.008102386308266318,0.036228952505682255,0.02,-0.35,-0.51,0.006,87033,252,0.6215%,-0.0005,0.697,-0.1088,0.4078,0.8023%,1.0511%,41.7352%,0.7749%,6
MODE Transportation Bolsters Third-Party Offering In Deal With SunteckTTS,2019-11-18,HUBG,2019-11-18 22:19:00+00:00,HUB GROUP INC,83272.0,44332010,0.01106722094118595,-0.01231432892382145,-0.01485532293039904,-0.017200959028060292,0.023846779490389602,-0.027560589389950763,0.02599690967576218,0.08502732922604106,0.010988996364176273,0.024706305911529336,0.019955611058533718,0.02222219161609873,0.0844406075782278,0.06481477837867855,0.20161476972975056,0.02,-0.35,-0.51,0.006,83272,252,1.1067%,0.0008,1.1208,1.3328,0.7502,1.7219%,2.2470%,41.2770%,1.9344%,9
"SunTrust Robinson Humphrey Maintains Hold on Humana, Raises Price Target to $370",2019-11-18,HUM,2019-11-18 14:46:00+00:00,HUMANA INC,48653.0,44485910,-0.003009921871125698,0.004752784036099911,0.009654990312431222,0.011747452154332594,0.03072875734796976,0.02182097104905112,0.08741318321797586,0.12516314907472315,0.05518864095211029,0.052210706413971186,0.04764425650623916,0.056584174650848196,0.13284933797150877,0.3104350197682937,0.1642768474731675,0.02,-0.35,-0.51,0.006,48653,252,-0.3010%,0.0,0.8053,0.2709,-0.025,1.7360%,1.9342%,19.4496%,-0.2425%,12
"Morgan Stanley Maintains Overweight on Humana, Raises Price Target to $360",2019-11-18,HUM,2019-11-18 13:22:00+00:00,HUMANA INC,48653.0,44485910,-0.003009921871125698,0.004752784036099911,0.009654990312431222,0.011747452154332594,0.03072875734796976,0.02182097104905112,0.08741318321797586,0.12516314907472315,0.05518864095211029,0.052210706413971186,0.04764425650623916,0.056584174650848196,0.13284933797150877,0.3104350197682937,0.1642768474731675,0.02,-0.35,-0.51,0.006,48653,252,-0.3010%,0.0,0.8053,0.2709,-0.025,1.7360%,1.9342%,19.4496%,-0.2425%,11
"Goldman Sachs Maintains Buy on Huntsman, Announces $29 Price Target; Adds To Conviction Buy List",2019-11-18,HUN,2019-11-18 11:18:00+00:00,HUNTSMAN CORP,90558.0,44701110,0.01464886497706175,-0.003397024469450005,-0.035244159403145514,-0.01740976142535533,-0.0059447732785588014,-0.07006368182055023,0.020280907344846888,-0.09982761851655242,0.003025051672011614,0.02562969341229393,0.00432706635880753,-0.011499167436887836,0.01575486745203447,0.04880252854680012,0.207378207007479,0.02,-0.35,-0.51,0.006,90558,252,1.4649%,0.0005,1.7005,0.7324,1.0228,1.8373%,2.5853%,49.4949%,2.2109%,15
"Installed Building Products Announces Acquisition of Premier Building Supply, Terms Not Disclosed",2019-11-18,IBP,2019-11-18 12:36:00+00:00,INSTALLED BUILDING PRODUCTS INC,14479.0,45780R10,0.0226458627730608,-0.0028030406683682285,0.00168188854775142,0.00925022679991172,0.008829781383226099,-0.014435860550157664,-0.032095317708003,0.05662229844391087,-0.013293769210577122,-0.018430010082571058,-0.006832787757001801,0.004318345525999856,-0.07833554328596659,0.18858596166820285,0.19020809058217214,0.02,-0.35,-0.51,0.006,14479,252,2.2646%,0.0033,0.9765,1.671,-0.0306,2.1541%,2.5830%,30.4525%,2.8158%,12
iRobot Option Alert: Dec 20 $55 Calls at the Ask: 750 @ $0.5 vs 1143 OI; Ref=$46.64,2019-11-18,IRBT,2019-11-18 18:34:00+00:00,IROBOT CORP,90971.0,46272610,0.03434520587325096,-0.0057840715162456036,-0.03384751150233278,-0.014138815244237324,0.01842331975279099,-0.056769525332198034,0.04177379667492365,0.16538134754426248,0.004451385699212551,0.0048987134031630575,-0.0534815256719281,-0.08495536403576298,-0.06272067056839425,-0.24405359344020627,-0.3106766424044396,0.02,-0.35,-0.51,0.006,90971,252,3.4345%,-0.0026,1.242,0.9984,-0.3903,2.7278%,3.1153%,23.3323%,3.5691%,17
"Bank of America Reiterates Neutral on Jabil, Raises Price Target to $41",2019-11-18,JBL,2019-11-18 14:19:00+00:00,JABIL INC,79094.0,46631310,-0.01255770586431026,0.005190780386328697,0.012457813670682105,0.005969362715242399,0.01946535116149062,-0.00960288050709146,0.0892811478488893,-0.005496923924193653,0.008529383689165115,-0.00608330817480196,1.7502143822678562e-05,-0.0040579607618442814,0.05052878990273535,0.10111756485936785,0.40548826360276014,0.02,-0.35,-0.51,0.006,79094,252,-1.2558%,0.0017,1.1973,0.5632,0.3946,1.5613%,2.0148%,39.9547%,-0.8914%,12
JD.com Option Alert: Jan 17 $30 Puts at the Bid: 3000 @ $0.57 vs 16408 OI; Ref=$33.08,2019-11-18,JD,2019-11-18 18:24:00+00:00,J D COM INC,14655.0,47215P10,-0.02235469408333302,-0.010975628159940243,-0.03414630926960993,-0.019207349301419097,-0.004878043437951507,-0.02347562423286187,0.15030489022848603,0.2795732376266413,-0.0005957836983726539,0.005394076016149274,-0.0005957835248353582,0.009629843822800188,0.06541757808229431,0.15729560562828704,0.13767376934345332,0.02,-0.35,-0.51,0.006,14655,252,-2.2355%,0.0005,1.813,-0.1818,0.0725,2.1653%,2.8095%,40.5984%,-2.3126%,17
"UBS Maintains Neutral on JD.com, Raises Price Target to $38",2019-11-18,JD,2019-11-18 13:41:00+00:00,J D COM INC,14655.0,47215P10,-0.02235469408333302,-0.010975628159940243,-0.03414630926960993,-0.019207349301419097,-0.004878043437951507,-0.02347562423286187,0.15030489022848603,0.2795732376266413,-0.0005957836983726539,0.005394076016149274,-0.0005957835248353582,0.009629843822800188,0.06541757808229431,0.15729560562828704,0.13767376934345332,0.02,-0.35,-0.51,0.006,14655,252,-2.2355%,0.0005,1.813,-0.1818,0.0725,2.1653%,2.8095%,40.5984%,-2.3126%,10
"UOB Kay Hian Upgrades JD.com to Buy, Announces $40 Price Target",2019-11-18,JD,2019-11-18 13:39:00+00:00,J D COM INC,14655.0,47215P10,-0.02235469408333302,-0.010975628159940243,-0.03414630926960993,-0.019207349301419097,-0.004878043437951507,-0.02347562423286187,0.15030489022848603,0.2795732376266413,-0.0005957836983726539,0.005394076016149274,-0.0005957835248353582,0.009629843822800188,0.06541757808229431,0.15729560562828704,0.13767376934345332,0.02,-0.35,-0.51,0.006,14655,252,-2.2355%,0.0005,1.813,-0.1818,0.0725,2.1653%,2.8095%,40.5984%,-2.3126%,11
"Mizuho Maintains Neutral on JD.com, Raises Price Target to $33",2019-11-18,JD,2019-11-18 12:00:00+00:00,J D COM INC,14655.0,47215P10,-0.02235469408333302,-0.010975628159940243,-0.03414630926960993,-0.019207349301419097,-0.004878043437951507,-0.02347562423286187,0.15030489022848603,0.2795732376266413,-0.0005957836983726539,0.005394076016149274,-0.0005957835248353582,0.009629843822800188,0.06541757808229431,0.15729560562828704,0.13767376934345332,0.02,-0.35,-0.51,0.006,14655,252,-2.2355%,0.0005,1.813,-0.1818,0.0725,2.1653%,2.8095%,40.5984%,-2.3126%,10
Juniper Shares Up 2% On Slight Volume Increase; Shares Now Flirting With $26 Level,2019-11-18,JNPR,2019-11-18 17:59:00+00:00,JUNIPER NETWORKS INC,86979.0,48203R10,0.02234416641294956,0.0015337774530053139,-0.019938667683565003,-0.02914111251344198,-0.008435555567841813,-0.05346034114328013,-0.04534717834361712,-0.06350525936565032,0.01755087822675705,0.006311630231206733,-0.007779031043101736,-0.025219713071292338,0.04164967257804841,0.07049938400783229,0.08129822982967783,0.02,-0.35,-0.51,0.006,86979,252,2.2344%,-0.0005,1.0552,0.1803,0.2646,1.1808%,1.5880%,44.7134%,2.4150%,14
"Bank of America Reinstates Neutral on Keysight Technologies, Announces $115 Price Target",2019-11-18,KEYS,2019-11-18 14:16:00+00:00,KEYSIGHT TECHNOLOGIES INC,14939.0,49338L10,-0.01567655988037586,0.007078276015818119,0.001303896571738683,-0.015088037896582973,-0.009965536331081992,-0.05243554646747417,-0.02961721256253269,-0.0857781344112879,0.021061498671770096,0.022784812082500272,0.01886796435738014,0.03638956520236758,0.07046123728749265,0.12942637695600112,0.08699555042824336,0.02,-0.35,-0.51,0.006,14939,252,-1.5677%,0.0019,1.4635,0.2675,-0.0281,1.7528%,2.3128%,42.5646%,-1.5304%,12
Sandler O'Neill Upgrades Kite Realty Gr Trust to Buy,2019-11-18,KRG,2019-11-18 14:24:00+00:00,KITE REALTY GROUP TRUST,90307.0,49803T30,0.02648305147886276,-0.03965360771219484,0.0052327207371964946,0.02019486546257432,-0.02358313318321348,0.056214758916757424,0.2291104075360102,,0.008080526666503829,0.02443413297041319,0.02443413297041319,-0.012112769340655305,0.014768598304089497,-0.09318552262418722,-0.03449208722830621,0.02,-0.35,-0.51,0.006,90307,252,2.6483%,0.001,0.7344,0.3935,0.0497,1.2686%,1.5000%,28.4768%,2.8009%,9
Q3 Earnings Preview For Kohl's,2019-11-18,KSS,2019-11-18 18:10:00+00:00,KOHLS CORP,77606.0,50025510,-0.01150982175022364,-0.19486302137374867,-0.19143835087573335,-0.1936643965936239,-0.17123286655133818,-0.21335620450477022,-0.1473472168829687,-0.2279073522426407,0.026585623621940613,0.04215916897168892,0.046589921427480085,0.03576439231134154,0.13419085518188822,0.2522255475844688,0.26462348844638317,0.02,-0.35,-0.51,0.006,77606,252,-1.1510%,-0.0005,1.3542,0.4787,1.1251,2.1520%,2.6068%,31.8479%,-0.4455%,5
"Barclays Downgrades Liberty Global to Underweight, Announces $21 Price Target",2019-11-18,LBTYA,2019-11-18 12:01:00+00:00,LIBERTY GLOBAL PLC,90227.0,G5480U10,-0.00220844685100019,0.01018147636204958,0.0022133356398346127,0.005754722278786817,-0.03187247826078521,-0.02788849277510652,-0.004869440114743995,-0.10004427452040887,-0.0057093133218586445,-0.01650743129268395,-0.0475389606675074,-0.08783241024960842,-0.10971297573279981,-0.0940376343391428,-0.13389442382350614,0.02,-0.35,-0.51,0.006,90227,252,-0.2208%,-0.0006,0.9046,0.1486,0.1173,1.7106%,1.9402%,22.2668%,-0.1332%,10
