headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_CAPM,ar_CAPM,er_CAPM_1,ar_CAPM_1,er_CAPM_2,ar_CAPM_2,er_CAPM_3,ar_CAPM_3,er_CAPM_4,ar_CAPM_4,er_CAPM_5,ar_CAPM_5,er_CAPM_6,ar_CAPM_6,er_CAPM_7,ar_CAPM_7,er_CAPM_8,ar_CAPM_8,er_CAPM_9,ar_CAPM_9,er_CAPM_10,ar_CAPM_10,CAPM_CAR_1,CAPM_CAR_2,CAPM_CAR_3,CAPM_CAR_5,CAPM_CAR_10
"Keysight Technologies shares are trading higher in sympathy with the overall market after the U.S. added 266,000 jobs in November, beating expectations and lowering the unemployment rate to 3.5%.",2019-12-06,KEYS,2019-12-06 15:03:00+00:00,KEYSIGHT TECHNOLOGIES INC,14939.0,49338L10,0.02411432377994061,0.003889430779963732,-0.002582871355116367,0.0002876800717785954,0.01625204831361771,0.01797334477305412,-0.005700036883354187,0.01845637336373329,-0.00411855336278677,-0.0009649806306697428,0.0008278950699605048,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,0.91,0.24,0.37,0.007,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,1703404.0,1.5103,0.2894,-0.0068,1.381373,-1.3572586762200594,-0.49139900000000003,0.49528843077996376,-0.113824,0.11124112864488363,0.42988400000000004,-0.42959631992822145,1.3662699999999999,-1.3500179516863822,-0.038308999999999996,0.05628234477305412,1.1246219999999998,-1.130322036883354,0.15803,-0.1395736266362667,-0.06851499999999999,0.06439644663721322,0.656429,-0.6573939806306698,0.7319439999999999,-0.7311161049300394,-0.8619702454400956,0.6065295594248474,-0.31835519128333784,-1.7233319268415497,-2.5377269576700625
"Sidoti & Co. Maintains Buy on Korn Ferry, Lowers Price Target to $58",2019-12-06,KFY,2019-12-06 15:13:00+00:00,KORN FERRY,86594.0,50064320,-0.01715987734496593,0.007282651495188475,-0.02846810594201088,-0.05883717909455299,0.05880892649292946,0.009801680222153664,0.004622157663106918,-0.02898555621504784,0.02084816619753838,0.03991648182272911,0.01450563874095678,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,0.91,0.24,0.37,0.007,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,1707450.0,1.2801,1.2088,0.2552,1.171891,-1.189050877344966,-0.415433,0.42271565149518847,-0.09540799999999999,0.06693989405798911,0.36542800000000003,-0.424265179094553,1.15909,-1.1002810735070705,-0.031403,0.041204680222153664,0.954274,-0.949651842336893,0.13501000000000002,-0.16399555621504786,-0.05700500000000001,0.07785316619753839,0.557443,-0.5175265181772709,0.621448,-0.6069423612590432,-0.7663352258497775,0.4896555455531776,-0.3573252850365639,-1.4833415723794698,-2.119058431568563
"Baird Maintains Neutral on Korn Ferry, Lowers Price Target to $40",2019-12-06,KFY,2019-12-06 14:15:00+00:00,KORN FERRY,86594.0,50064320,-0.01715987734496593,0.007282651495188475,-0.02846810594201088,-0.05883717909455299,0.05880892649292946,0.009801680222153664,0.004622157663106918,-0.02898555621504784,0.02084816619753838,0.03991648182272911,0.01450563874095678,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,0.91,0.24,0.37,0.007,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,1707450.0,1.2801,1.2088,0.2552,1.171891,-1.189050877344966,-0.415433,0.42271565149518847,-0.09540799999999999,0.06693989405798911,0.36542800000000003,-0.424265179094553,1.15909,-1.1002810735070705,-0.031403,0.041204680222153664,0.954274,-0.949651842336893,0.13501000000000002,-0.16399555621504786,-0.05700500000000001,0.07785316619753839,0.557443,-0.5175265181772709,0.621448,-0.6069423612590432,-0.7663352258497775,0.4896555455531776,-0.3573252850365639,-1.4833415723794698,-2.119058431568563
"Korn Ferry Sees Q3 Adj. EPS $0.70-$0.78 vs $0.80 Estimate, Fee Sales $490M-$510M",2019-12-05,KFY,2019-12-05 21:10:00+00:00,KORN FERRY,86594.0,50064320,0.009033892303705215,0.03558798879384995,0.007282651495188475,-0.02846810594201088,-0.05883717909455299,0.05880892649292946,0.009801680222153664,0.004622157663106918,-0.02898555621504784,0.02084816619753838,0.03991648182272911,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,0.13,-0.21,0.46,0.007,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,1700121.0,1.2973,1.2088,0.2873,0.175649,-0.16661510769629478,1.1875429999999998,-1.1519550112061498,-0.42110899999999996,0.42839165149518843,-0.09678399999999998,0.0683158940579891,0.370244,-0.429081179094553,1.17457,-1.1157610735070704,-0.031918999999999996,0.04172068022215366,0.9670019999999999,-0.962379842336893,0.13673,-0.16571555621504783,-0.05786499999999999,0.07871316619753838,0.564839,-0.5249225181772709,-1.3185701189024446,-0.7235633597109614,0.49670754555317753,-1.4765263585436343,-2.64834514381659
"Korn Ferry Q2 Adj. EPS $0.81 Beats $0.8 Estimate, Sales $492.389M Miss $494.92M Estimate",2019-12-05,KFY,2019-12-05 21:09:00+00:00,KORN FERRY,86594.0,50064320,0.009033892303705215,-0.03436500579118729,0.03558798879384995,0.007282651495188475,-0.02846810594201088,-0.05883717909455299,0.05880892649292946,0.009801680222153664,0.004622157663106918,-0.02898555621504784,0.02084816619753838,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,0.13,-0.21,0.46,0.007,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,1700121.0,1.2973,1.2088,0.2873,0.175649,-0.16661510769629478,1.1875429999999998,-1.221908005791187,-0.42110899999999996,0.4566969887938499,-0.09678399999999998,0.10406665149518846,0.370244,-0.3987121059420109,1.17457,-1.2334071790945529,-0.031918999999999996,0.09072792649292946,0.9670019999999999,-0.9572003197778463,0.13673,-0.13210784233689307,-0.05786499999999999,0.028879443784952153,0.564839,-0.5439908338024616,-1.3885231134874818,-0.7652110169973372,0.5607636402890384,-1.5280526335413753,-2.7470988047338722
"RBC Capital Assumes Kinross Gold at Sector Perform, Announces $5 Price Target",2019-12-05,KGC,2019-12-05 12:07:00+00:00,KINROSS GOLD CORP,89692.0,49690240,0.016018345952034,0.006734655704349279,-0.0219946950674057,-0.01264379452914,-0.01333055645227432,-0.01372339855879545,-0.01887604780495167,-0.01066402811557055,-0.01100125908851624,-0.0002246894291602075,-0.01697010733187199,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,0.13,-0.21,0.46,0.007,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,1700628.0,-0.8706,0.586,-0.9223,-0.10617800000000001,0.122196345952034,-0.7852460000000001,0.7919806557043494,0.29429800000000006,-0.31629269506740576,0.07664800000000001,-0.08929179452914,-0.23676800000000003,0.2234374435477257,-0.77654,0.7628166014412046,0.033118,-0.051994047804951676,-0.637244,0.6265799718844295,-0.08006,0.06905874091148377,0.050530000000000005,-0.05075468942916021,-0.367358,0.35038789266812803,0.9141770016563834,0.47568796063694363,-0.40558448959654575,0.8969622504597903,1.7060944696711342
Kinross Gold Sells Royalty Portfolio To Maverix Metals For $74M,2019-12-02,KGC,2019-12-02 13:37:00+00:00,KINROSS GOLD CORP,89692.0,49690240,0.009237866848707199,-0.01587300002574921,0.08602149039506912,-0.02970294281840324,0.006734655704349279,-0.0219946950674057,-0.01264379452914,-0.01333055645227432,-0.01372339855879545,-0.01887604780495167,-0.01066402811557055,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,-0.87,-0.25,0.48,0.007,-0.66,0.6,-0.83,0.007,2019-12-03,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,1678631.0,-0.7791,0.5932,-0.9041,0.684817,-0.6755791331512928,0.5212060000000001,-0.5370790000257493,-0.46046,0.5464814903950691,-0.094283,0.06458005718159676,-0.7019810000000001,0.7087156557043494,0.26410300000000003,-0.28609769506740573,0.069328,-0.08197179452914,-0.21114800000000003,0.1978174435477257,-0.69419,0.6804666014412045,0.030372999999999997,-0.049249047804951665,-0.569534,0.5588699718844294,-1.212658133177042,0.009402490369319838,0.6110615475766659,0.4871980178185404,1.0198354794718623
"JP Morgan Downgrades Kimco Realty to Neutral, Lowers Price Target to $21",2019-12-18,KIM,2019-12-18 12:32:00+00:00,KIMCO REALTY CORP,77129.0,49446R10,0.008823544718325138,-0.01369467470794916,-0.01949778012931347,0.05031642317771912,0.005450333468616009,-0.00228239712305367,-0.0142979696393013,0.01421519741415977,0.004576729144901037,-0.008309481665492058,0.0147355766966939,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,-0.05,0.2,0.09,0.007,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,1765174.0,0.5352,0.2766,-0.1361,-0.019760000000000003,0.02858354471832514,0.237136,-0.2508306747079492,0.263896,-0.2833937801293135,0.060520000000000004,-0.010203576822280881,0.012352,-0.006901666531383991,0.263896,-0.2661783971230537,-0.046520000000000006,0.032222030360698706,-0.298064,0.31227919741415977,0.15685600000000002,-0.15227927085509899,,,,,-0.22224712998962404,-0.5342244548372627,-0.2935973569515944,-0.28328364047671856,
Morgan Stanley Upgrades Kimco Realty to Equal-Weight,2019-12-17,KIM,2019-12-17 11:32:00+00:00,KIMCO REALTY CORP,77129.0,49446R10,0.0,-0.01369467470794916,-0.01949778012931347,0.05031642317771912,0.005450333468616009,-0.00228239712305367,-0.0142979696393013,0.01421519741415977,0.004576729144901037,-0.008309481665492058,0.0147355766966939,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,0.1,0.41,0.67,0.007,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,1757847.0,0.5363,0.273,-0.1356,0.06063,-0.06063,-0.019815000000000003,0.006120325292050843,0.23760900000000001,-0.2571067801293135,0.264424,-0.21410757682228088,0.06063,-0.055179666531383995,0.012362999999999999,-0.014645397123053669,0.264424,-0.2787219696393013,-0.046630000000000005,0.06084519741415977,-0.298691,0.303267729144901,0.15716400000000003,-0.16547348166549208,,,-0.05450967470794916,-0.2509864548372626,-0.47121435695159436,-0.28393264047671857,
Kirkland's Q3 Comps Down 6.4%,2019-12-05,KIRK,2019-12-05 12:04:00+00:00,KIRKLANDS INC,89449.0,49749810,-0.3142857253551483,-0.000234351828112267,-0.005390193313360214,0.002356321783736348,0.006111855152994394,-0.007476628292351961,-0.004708115942776203,-0.006622487679123878,-0.009523846209049225,0.005528926849365234,-0.0265359915792942,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,0.13,-0.21,0.46,0.007,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,1700555.0,0.4989,3.5768,0.3455,0.071857,-0.3861427253551483,0.46099900000000005,-0.4612333518281123,-0.157637,0.15224680668663979,-0.032912000000000004,0.03526832178373635,0.14669200000000002,-0.14058014484700562,0.45601,-0.463486628292352,-0.007966999999999998,0.0032588840572237952,0.376186,-0.3828084876791239,0.05689,-0.06641384620904922,-0.017945000000000003,0.023473926849365237,0.221527,-0.2480629915792942,-0.8473760771832606,-0.3089865451414725,0.18751512847037613,-0.5687984513556212,-1.1340391428532304
"Kirkland's Q3 EPS $(0.58) Misses $(0.43) Estimate, Sales $144.9M Beat $139.79M Estimate",2019-12-05,KIRK,2019-12-05 12:03:00+00:00,KIRKLANDS INC,89449.0,49749810,-0.3142857253551483,0.01656422391533852,0.03048619814217091,-0.01173167768865824,0.007483894471079111,0.01460040174424648,-0.04822014272212982,0.02068962156772614,0.01819128915667534,-0.01684532500803471,0.009345809929072857,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,0.13,-0.21,0.46,0.007,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,1700555.0,0.4989,3.5768,0.3455,0.071857,-0.3861427253551483,0.46099900000000005,-0.44443477608466153,-0.157637,0.1881231981421709,-0.032912000000000004,0.021180322311341766,0.14669200000000002,-0.1392081055289209,0.45601,-0.44140959825575354,-0.007966999999999998,-0.04025314272212982,0.376186,-0.3554963784322739,0.05689,-0.038698710843324664,-0.017945000000000003,0.001099674991965293,0.221527,-0.21218119007092714,-0.8305775014398098,-0.2563115779424906,0.20930352045351266,-0.5594373814733327,-1.0869393453324439
A Peek Into The Markets: US Stock Futures Up Ahead Of Initial Jobless Claims Data,2019-12-26,KKR,2019-12-26 11:44:00+00:00,K K R & CO INC,11990.0,48251W10,0.009655196219682693,-0.005910833366215229,-0.0008784113451838493,-0.0006762078264728189,0.004737070761620998,-0.002492052968591452,-0.004253915511071682,0.001017114613205194,0.001625833217985928,0.02691732533276081,-0.002041606698185205,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,0.48,-0.54,0.0,0.007,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797420.0,1.4456,0.1211,0.3038,0.700888,-0.6912328037803173,-0.13756,0.13164916663378476,-0.8169919999999999,0.8161135886548161,0.411768,-0.41244420782647284,,,,,,,,,,,,,,,-0.5595836371465325,0.9477627552886009,0.40366938082834325,,
"Wells Fargo Maintains Overweight on KKR & Co, Raises Price Target to $36",2019-12-19,KKR,2019-12-19 12:42:00+00:00,K K R & CO INC,11990.0,48251W10,0.01499660965055227,-0.005700275767594576,-0.01306573953479528,0.002634241012856364,0.003300931304693222,0.003760242136195302,-0.007358392234891653,-0.0002021617256104946,0.003505016677081585,-0.005910833366215229,-0.0008784113451838493,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,0.43,-0.02,-0.42,0.007,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,,,,,,1768128.0,1.3356,0.184,0.309,0.5813079999999999,-0.5663113903494477,0.6480879999999999,-0.6537882757675945,0.14056,-0.15362573953479527,0.020356,-0.017721758987143635,0.6480879999999999,-0.6447870686953067,-0.12655999999999998,0.13032024213619528,-0.7542919999999999,0.7469336077651082,0.38096800000000003,-0.3811701617256105,,,,,,,-1.2200996661170422,-0.8074140153023898,-0.17134749852193892,-0.532188585546255,
KKR Reports CFO Bill Janetschek To Retire; Robert Lewin Named Replacement,2019-12-04,KKR,2019-12-04 21:21:00+00:00,K K R & CO INC,11990.0,48251W10,0.01627739146351814,-0.002806348726153374,-0.008509811013936996,0.007906995713710785,0.01455007493495941,-0.002907953457906842,-0.005700275767594576,-0.01306573953479528,0.002634241012856364,0.003300931304693222,0.003760242136195302,2019-12-05,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,0.6,0.13,0.24,0.007,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,1687484.0,1.374,0.2175,0.3588,0.8314,-0.8151226085364819,0.18562000000000003,-0.1884263487261534,1.2573400000000001,-1.2658498110139371,-0.44642000000000004,0.4543269957137108,-0.10292000000000001,0.11747007493495942,0.39172000000000007,-0.3946279534579069,1.2436,-1.2493002757675946,-0.03422,0.02115426046520472,1.02376,-1.0211257589871436,0.14440000000000003,-0.1410990686953068,-0.06170000000000001,0.0654602421361953,-1.0035489572626353,-1.4542761597400906,-0.8115228153002263,0.17716911719076334,-2.719538554306552
"Deutsche Bank Maintains Hold on Kimberly-Clark, Announces $124 Price Target",2019-12-12,KMB,2019-12-12 14:06:00+00:00,KIMBERLY CLARK CORP,17750.0,49436810,-0.007158479187637568,0.003895784029737115,0.008731520734727383,-0.01304399035871029,0.01790609955787659,0.01118886563926935,-0.001479289960116148,-0.007407407276332378,-0.02435822039842606,-0.002202916424721479,0.01226542424410582,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,0.9,-0.14,1.14,0.007,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,1734316.0,0.5661,-0.9074,-0.3283,0.5164900000000001,-0.5236484791876377,-0.009983000000000002,0.013878784029737117,0.425914,-0.41718247926527263,0.06361000000000001,-0.0766539903587103,-0.021305000000000004,0.03921109955787659,0.250423,-0.23923413436073065,0.27872800000000003,-0.2802072899601162,0.06361000000000001,-0.07101740727633239,0.012661,-0.03701922039842606,0.27872800000000003,-0.2809309164247215,-0.04961000000000001,0.06187542424410583,-0.5097696951579006,-0.4033036952355355,-0.4938364696239829,-0.27667702516156434,-0.8465335441762211
Kamada Announces Enrollment of First Patient into its Pivotal Phase 3 InnovAATe Clinical Trial of Inhaled AAT for the Treatment of Alpha-1 Antitrypsin Deficiency,2019-12-16,KMDA,2019-12-16 12:04:00+00:00,KAMADA LTD,13930.0,M6240T10,-0.06310014426708221,0.007068891078233719,-0.0110302995890379,0.006844117771834135,0.01560923736542463,-0.007188917137682438,0.007240972016006708,0.004957877099514008,-0.005426769144833088,0.001736103557050228,-0.0108937518671155,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,0.74,0.02,-0.04,0.007,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,1746861.0,0.1444,0.2504,0.0378,0.113856,-0.17695614426708223,0.02144,-0.014371108921766282,-0.00022000000000000058,-0.0108102995890379,0.069092,-0.062247882228165866,0.076312,-0.06070276263457537,0.02144,-0.02862891713768244,0.008444,-0.001203027983993292,0.076312,-0.071354122900486,-0.007440000000000001,0.0020132308551669134,-0.07530799999999999,0.07704410355705021,0.047432,-0.0583257518671155,-0.19132725318884852,-0.025181408510804183,-0.07305818181720376,-0.15157956200042366,-0.0804544854770601
Kamada Wins a 12 Year Supply Contract Which is Expected to Add $8-$10M of Annual Revenue,2019-12-09,KMDA,2019-12-09 12:05:00+00:00,KAMADA LTD,13930.0,M6240T10,0.04477610811591148,-0.01693734526634216,-0.002832167549058795,-0.01041416823863983,-0.01602492108941078,-0.01361199747771025,-0.02439629472792149,-0.002020758576691151,0.002784120850265026,-0.0002523554139770567,0.007068891078233719,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,-0.33,0.37,0.11,0.007,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,1710189.0,0.1909,0.2452,0.1346,-0.055997,0.10077310811591147,-0.008271999999999998,-0.008665345266342162,0.060452,-0.0632841675490588,0.17881,-0.18922416823863983,0.0012730000000000007,-0.017297921089410778,0.14826599999999998,-0.16187799747771023,0.02609,-0.05048629472792149,-0.0025449999999999995,0.0005242414233088484,0.089087,-0.08630287914973497,0.098632,-0.09888435541397705,0.02609,-0.01902110892176628,0.09210776284956931,-0.07194951281540096,-0.2525083357876986,-0.36840008680576086,-0.41604839426780116
